"Bacteria","Climate_Factor","NAME","Region","Climate_Zone_Majority","n_observations","effect","se","OR","CI_Lower","CI_Upper","Z_value","P_Value","Significance","Effect_Direction"
"3GCR-Ec","Wet Days","Ireland","Europe and Central Asia","Temperate Zone",18,-0.0111510493141251,0.109764901093049,0.988910893181211,0.797486593233834,1.22628363028256,-0.101590300752626,0.919081878494255,"","Negative"
"3GCR-Kp","Wet Days","Ireland","Europe and Central Asia","Temperate Zone",15,2.56263881065706e-06,0.00042395749310368,1.00000256264209,0.99917194897595,1.00083386679906,0.00604456543956014,0.995177163927507,"","Positive"
"CR-Ab","Wet Days","Ireland","Europe and Central Asia","Temperate Zone",7,-0.142235895684778,0.0888540500720694,0.867416612513751,0.728775293523293,1.03243288617438,-1.60078123134973,0.109425382020788,"","Negative"
"CR-Ec","Wet Days","Ireland","Europe and Central Asia","Temperate Zone",18,-0.0582210806251886,0.0217417566048711,0.943441347775981,0.904082263240095,0.98451392410182,-2.67784621469567,0.00740972303948023,"**","Negative"
"CR-Kp","Wet Days","Ireland","Europe and Central Asia","Temperate Zone",14,0.103531425405832,0.0969859545702557,1.10908064612684,0.917079563447837,1.34127934874987,1.0674888530466,0.285751144564135,"","Positive"
"CR-Pa","Wet Days","Ireland","Europe and Central Asia","Temperate Zone",15,-0.00858741747885258,0.0197920996542488,0.991449349072114,0.953724977344863,1.03066589963081,-0.43388107522029,0.664374803042057,"","Negative"
"3GCR-Ec","Wet Days","Italy","Europe and Central Asia","Temperate Zone",18,0.196468133458557,0.053515545830867,1.21709653560303,1.09590188510617,1.35169397654005,3.67123478623359,0.000241381471051522,"***","Positive"
"3GCR-Kp","Wet Days","Italy","Europe and Central Asia","Temperate Zone",15,-5.9932405322453e-07,0.000144013848674914,0.999999400676126,0.999717173535491,1.00028170749145,-0.00416157236778942,0.996679555243369,"","Negative"
"CR-Ab","Wet Days","Italy","Europe and Central Asia","Temperate Zone",8,0.036591826032917,0.0262858496812444,1.0372695479924,0.985182437383751,1.09211053137488,1.39207316775559,0.16390024257091,"","Positive"
"CR-Ec","Wet Days","Italy","Europe and Central Asia","Temperate Zone",13,0.0323945547561339,0.0102064298643864,1.03292497037598,1.01246702566312,1.05379628904697,3.17393595866162,0.00150386868253434,"**","Positive"
"CR-Kp","Wet Days","Italy","Europe and Central Asia","Temperate Zone",14,0.165396719223148,0.0432251296841362,1.17986109945557,1.08401903740204,1.28417690647275,3.82640192017398,0.000130029923219623,"***","Positive"
"CR-Pa","Wet Days","Italy","Europe and Central Asia","Temperate Zone",15,0.00346060995773164,0.0231894047369277,1.00346660478163,0.958878771623358,1.05012777079967,0.149232375603883,0.881370273984586,"","Positive"
"3GCR-Ec","Wet Days","Japan","East Asia and Pacific","Temperate Zone",1,0.0251725350287134,0.117027828050777,1.02549203856003,0.815297657941979,1.28987727476686,0.215098711545696,0.829690358432996,"","Positive"
"3GCR-Kp","Wet Days","Japan","East Asia and Pacific","Temperate Zone",1,2.21290640880792e-06,0.000360695025390601,1.00000221290886,0.999295498934134,1.00070942668033,0.00613511762856039,0.99510491507371,"","Positive"
"CR-Ab","Wet Days","Japan","East Asia and Pacific","Temperate Zone",1,-0.141203810838622,0.0864794915396769,0.868312322199518,0.732931074001911,1.02870012696658,-1.63280112226189,0.10251083097725,"","Negative"
"CR-Ec","Wet Days","Japan","East Asia and Pacific","Temperate Zone",1,-0.0478160359177519,0.0169823479618252,0.953309145589243,0.922100150776375,0.985574426269118,-2.81563162085938,0.00486814512382971,"**","Negative"
"CR-Kp","Wet Days","Japan","East Asia and Pacific","Temperate Zone",1,0.0563825626869785,0.0680552162861481,1.05800235855005,0.925884611942332,1.20897245321881,0.828482602272686,0.407397243732049,"","Positive"
"3GCR-Kp","Wet Days","Kosovo","Europe and Central Asia","Temperate Zone",3,-5.51521322654042e-07,0.000110231281699833,0.999999448478829,0.999783418623679,1.00021552501299,-0.00500331044100412,0.99600795250179,"","Negative"
"CR-Ab","Wet Days","Kosovo","Europe and Central Asia","Temperate Zone",4,0.0306674058986392,0.0199456318035756,1.03114249493683,0.991609367079343,1.07225171540707,1.53754998591429,0.124158684238291,"","Positive"
"CR-Kp","Wet Days","Kosovo","Europe and Central Asia","Temperate Zone",3,0.0422981553073531,0.0376010739374312,1.0432054696341,0.969087909226828,1.1229916723889,1.1249188089079,0.260623440837424,"","Positive"
"3GCR-Ec","Wet Days","Latvia","Europe and Central Asia","Temperate Zone",14,-0.0435086073267963,0.0436631595950173,0.957424313191555,0.878896267564406,1.04296872033667,-0.996460350793335,0.319026522502138,"","Negative"
"3GCR-Kp","Wet Days","Latvia","Europe and Central Asia","Temperate Zone",12,-4.70309379102131e-08,8.78542857589795e-05,0.999999952969063,0.999827773401678,1.00017216218736,-0.00053532889720643,0.999572869358368,"","Negative"
"CR-Ab","Wet Days","Latvia","Europe and Central Asia","Temperate Zone",6,-0.00459301708663055,0.0235842359013654,0.995417514685975,0.95045152345535,1.04251085309576,-0.194749454925721,0.845589093646186,"","Negative"
"CR-Ec","Wet Days","Latvia","Europe and Central Asia","Temperate Zone",14,0.00443712030387053,0.00855228210553362,1.00444697889803,0.987750293428626,1.02142590098889,0.518822958494267,0.603884206321188,"","Positive"
"CR-Kp","Wet Days","Latvia","Europe and Central Asia","Temperate Zone",12,-0.0580235802537123,0.0347827483077464,0.943627696193968,0.881440509755265,1.01020229858912,-1.66817123650893,0.0952817390544978,"","Negative"
"CR-Pa","Wet Days","Latvia","Europe and Central Asia","Temperate Zone",3,0.0691171740198266,0.0198745184849899,1.07156176099152,1.03062263312862,1.1141271021126,3.47767791567011,0.000505777268974004,"***","Positive"
"3GCR-Ec","Wet Days","Lebanon","Middle East and North Africa","Temperate Zone",1,-0.0377406162845203,0.0866175506669385,0.962962685339169,0.812604290406703,1.14114230542829,-0.43571557950929,0.663043100748666,"","Negative"
"CR-Ec","Wet Days","Lebanon","Middle East and North Africa","Temperate Zone",1,-0.0193958970588464,0.0201265717900482,0.980790993101266,0.942853863846689,1.02025457924515,-0.963696016449105,0.335198352102964,"","Negative"
"3GCR-Ec","Wet Days","Lithuania","Europe and Central Asia","Temperate Zone",14,-0.0126681880995545,0.0433049008920531,0.987411715627595,0.907060802800189,1.07488041942587,-0.292534744072794,0.769877799133727,"","Negative"
"3GCR-Kp","Wet Days","Lithuania","Europe and Central Asia","Temperate Zone",14,-1.56336508337366e-07,9.0783628373727e-05,0.999999843663504,0.999821923609362,1.00017779537883,-0.00172207821099394,0.998625981062074,"","Negative"
"CR-Ab","Wet Days","Lithuania","Europe and Central Asia","Temperate Zone",6,0.0050642852338794,0.0220838393276934,1.00507713040105,0.962501128986018,1.04953647079815,0.229320869380205,0.818619534210673,"","Positive"
"CR-Ec","Wet Days","Lithuania","Europe and Central Asia","Temperate Zone",13,0.00871979536604784,0.00843979226223915,1.00875792352433,0.992208316305251,1.02558357106136,1.03317653979014,0.301521289607022,"","Positive"
"CR-Kp","Wet Days","Lithuania","Europe and Central Asia","Temperate Zone",13,-0.0446870148052571,0.0354662155070731,0.956296741720639,0.892078810970474,1.02513751809735,-1.25998824984146,0.207673601053507,"","Negative"
"CR-Pa","Wet Days","Lithuania","Europe and Central Asia","Temperate Zone",10,0.0614060779534925,0.0201713885986037,1.06333062165055,1.02211106117222,1.10621247914391,3.0442166960059,0.00233287037506259,"**","Positive"
"3GCR-Ec","Wet Days","Luxembourg","Europe and Central Asia","Temperate Zone",19,-0.0894666322139528,0.0604976606117216,0.914418776745349,0.812172886550128,1.02953658403475,-1.47884449265165,0.139181881377242,"","Negative"
"3GCR-Kp","Wet Days","Luxembourg","Europe and Central Asia","Temperate Zone",12,1.1265579086733e-06,0.000230749027332853,1.00000112655854,0.999548960213377,1.00045349745037,0.00488217836363078,0.996104600735485,"","Positive"
"CR-Ec","Wet Days","Luxembourg","Europe and Central Asia","Temperate Zone",17,-0.024949689230121,0.0133135714081999,0.975358981855238,0.950236584391639,1.00114556639044,-1.87400423711659,0.0609298411118152,"","Negative"
"CR-Kp","Wet Days","Luxembourg","Europe and Central Asia","Temperate Zone",10,-0.0149034434048896,0.0500913128403947,0.985207063250087,0.893077052733548,1.08684122440155,-0.297525510109433,0.766065335038439,"","Negative"
"CR-Pa","Wet Days","Luxembourg","Europe and Central Asia","Temperate Zone",11,0.0652246726658348,0.0271521535219642,1.06739881278301,1.01207881853747,1.12574258512495,2.40219150989525,0.0162971739369531,"*","Positive"
"3GCR-Ec","Wet Days","Malawi","Sub-Saharan Africa","Tropical Zone",12,0.211935259058568,0.0555772914385815,1.23606785829121,1.10849558570098,1.37832190764606,3.81334270837538,0.000137099792742785,"***","Positive"
"3GCR-Kp","Wet Days","Malawi","Sub-Saharan Africa","Tropical Zone",11,-6.15282128793271e-07,0.000156074635356751,0.99999938471806,0.999693525405508,1.00030533760921,-0.00394223012206228,0.996854563597775,"","Negative"
"3GCR-Ec","Wet Days","Malaysia","East Asia and Pacific","Tropical Zone",4,0.0160734262428247,0.121525877566277,1.01620329865694,0.800821427447661,1.28951237917362,0.13226340401499,0.89477595238992,"","Positive"
"3GCR-Kp","Wet Days","Malaysia","East Asia and Pacific","Tropical Zone",4,2.66939908711224e-06,0.000434652364283532,1.00000266940265,0.999151111275161,1.00085495329748,0.00614145764860247,0.995099856564903,"","Positive"
"CR-Ab","Wet Days","Malaysia","East Asia and Pacific","Tropical Zone",4,-0.0961297622654027,0.0626445393699094,0.908346139368084,0.803391562437461,1.02701191732908,-1.53452740226513,0.12489995724501,"","Negative"
"CR-Ec","Wet Days","Malaysia","East Asia and Pacific","Tropical Zone",4,-0.0553864891295608,0.0199324989898825,0.946119412413467,0.909869417382603,0.983813639017162,-2.77870271849377,0.00545764473050508,"**","Negative"
"CR-Kp","Wet Days","Malaysia","East Asia and Pacific","Tropical Zone",4,0.0674918436008169,0.0792219699787027,1.06982153367083,0.915959419122458,1.24952928045909,0.851933417194255,0.394251048178912,"","Positive"
"3GCR-Ec","Wet Days","Malta","Middle East and North Africa","Temperate Zone",19,-0.176612804210399,0.102646061565183,0.838104232136496,0.685368187666639,1.0248778927375,-1.72059990921566,0.0853234499574463,"","Negative"
"3GCR-Kp","Wet Days","Malta","Middle East and North Africa","Temperate Zone",13,-3.78438570652094e-07,0.00016271972559341,0.999999621561501,0.999680741872992,1.00031860296674,-0.00232570801893867,0.998144355151592,"","Negative"
"CR-Ec","Wet Days","Malta","Middle East and North Africa","Temperate Zone",19,-0.0307608161763427,0.0196864020821698,0.969707483684064,0.933003651654758,1.00785522355151,-1.5625412936274,0.118160525905859,"","Negative"
"CR-Kp","Wet Days","Malta","Middle East and North Africa","Temperate Zone",13,-0.193123836617325,0.0839049506544149,0.824379879402049,0.699368467879174,0.971736955233088,-2.30169775574694,0.0213522228559953,"*","Negative"
"CR-Pa","Wet Days","Malta","Middle East and North Africa","Temperate Zone",13,-0.344124904000191,0.0812816899257188,0.70884038552032,0.60444958237327,0.831259887998915,-4.23373215191118,2.2984467752003e-05,"***","Negative"
"3GCR-Ec","Wet Days","Mexico","Latin America and the Caribbean","Temperate Zone",7,-0.176345985323669,0.104218155569296,0.838327884010623,0.683441940903523,1.02831506094083,-1.69208507251325,0.0906297542150184,"","Negative"
"3GCR-Kp","Wet Days","Mexico","Latin America and the Caribbean","Temperate Zone",5,-4.27418055363698e-07,0.000168173331676528,0.999999572582036,0.999670007311427,1.00032924650177,-0.00254153290003085,0.997972152321403,"","Negative"
"CR-Ab","Wet Days","Mexico","Latin America and the Caribbean","Temperate Zone",5,0.00570814476890487,0.0366971607559097,1.00572446726954,0.935926538294549,1.08072766683989,0.15554731350669,0.876389857024537,"","Positive"
"CR-Ec","Wet Days","Mexico","Latin America and the Caribbean","Temperate Zone",7,-0.0303109052448595,0.0201439516759493,0.970143863840055,0.932586798280768,1.00921342472527,-1.50471495029692,0.132397377734106,"","Negative"
"CR-Kp","Wet Days","Mexico","Latin America and the Caribbean","Temperate Zone",7,-0.18379556836404,0.0841919879460302,0.832105895209499,0.705525852075582,0.98139595991477,-2.18305295845799,0.0290319102574849,"*","Negative"
"CR-Pa","Wet Days","Mexico","Latin America and the Caribbean","Temperate Zone",8,-0.321516887089464,0.0739079715450183,0.725048385967099,0.627271064925335,0.838066971981355,-4.35023286890811,1.35993033615951e-05,"***","Negative"
"3GCR-Ec","Wet Days","Netherlands","Europe and Central Asia","Temperate Zone",20,-0.0840767241070823,0.0509035555578809,0.919360716259065,0.832062523122578,1.015818046255,-1.65168666875305,0.0985984417119922,"","Negative"
"3GCR-Kp","Wet Days","Netherlands","Europe and Central Asia","Temperate Zone",15,5.45335960553124e-07,0.000154593244002136,1.00000054533611,0.999697588313351,1.00030359416959,0.00352755363970233,0.997185425250735,"","Positive"
"CR-Ab","Wet Days","Netherlands","Europe and Central Asia","Temperate Zone",8,-0.0334846658669515,0.0349926685534871,0.967069740293772,0.902966074325338,1.03572427490216,-0.95690518188887,0.338615115478843,"","Negative"
"CR-Ec","Wet Days","Netherlands","Europe and Central Asia","Temperate Zone",20,-0.0109010992379602,0.0108626592868346,0.98915810242798,0.968320732420138,1.01044387344006,-1.0035387238162,0.315601002819663,"","Negative"
"CR-Kp","Wet Days","Netherlands","Europe and Central Asia","Temperate Zone",15,-0.0423682548297524,0.0403108526605355,0.958516737153647,0.88569952183036,1.03732057290152,-1.05103841852572,0.293240945274871,"","Negative"
"CR-Pa","Wet Days","Netherlands","Europe and Central Asia","Temperate Zone",16,0.0775987093077651,0.0252345855963443,1.08068890124722,1.0285385606566,1.13548343830043,3.07509346692053,0.00210436594881294,"**","Positive"
"3GCR-Ec","Wet Days","New Zealand","East Asia and Pacific","Temperate Zone",11,-0.0273019229262596,0.0411646662770131,0.97306740581009,0.897641358217918,1.05483127262515,-0.66323683380631,0.50717888450547,"","Negative"
"3GCR-Kp","Wet Days","New Zealand","East Asia and Pacific","Temperate Zone",9,-2.02558354510365e-07,6.47672066804312e-05,0.999999797441666,0.999872861799298,1.00012674919874,-0.00312748325722631,0.997504633462817,"","Negative"
"CR-Ec","Wet Days","New Zealand","East Asia and Pacific","Temperate Zone",11,0.00722226920178448,0.00790799172183787,1.00724841268853,0.991756768731407,1.02298204242287,0.91328740036996,0.361091407186971,"","Positive"
"CR-Kp","Wet Days","New Zealand","East Asia and Pacific","Temperate Zone",9,-0.0659026269720951,0.0329539657405908,0.9362220226265,0.877663163318205,0.998688007295421,-1.99983903275472,0.0455176482487442,"*","Negative"
"3GCR-Ec","Wet Days","North Macedonia","Europe and Central Asia","Temperate Zone",4,0.200492386084447,0.0519480151214612,1.22200430796702,1.10370673772242,1.35298125639015,3.85948116815763,0.000113628012606256,"***","Positive"
"3GCR-Kp","Wet Days","North Macedonia","Europe and Central Asia","Temperate Zone",2,-6.04449204516246e-07,0.000143340971217303,0.999999395550978,0.999718486879466,1.00028038315439,-0.00421686276703058,0.99663544027456,"","Negative"
"CR-Ab","Wet Days","North Macedonia","Europe and Central Asia","Temperate Zone",1,0.0389804225197828,0.0278012956586215,1.03975012776334,0.984609545435013,1.09797871978405,1.40210812468715,0.160882961269156,"","Positive"
"CR-Ec","Wet Days","North Macedonia","Europe and Central Asia","Temperate Zone",4,0.0332967879035202,0.0102755646916571,1.03385733006268,1.01324361105494,1.05489042048978,3.24038521508743,0.00119368320419666,"**","Positive"
"CR-Kp","Wet Days","North Macedonia","Europe and Central Asia","Temperate Zone",2,0.183369807736993,0.0435479577540125,1.2012585606601,1.10298022368264,1.30829374686448,4.21075561735377,2.54517957502021e-05,"***","Positive"
"3GCR-Ec","Wet Days","Norway","Europe and Central Asia","Polar Zone",20,-0.0067601580317474,0.0637652379316012,0.993262640433888,0.876568851992267,1.12549136401484,-0.106016353910555,0.915569376766827,"","Negative"
"3GCR-Kp","Wet Days","Norway","Europe and Central Asia","Polar Zone",15,6.61545811054743e-08,0.000173114553146333,1.00000006615458,0.999660819165244,1.00033942827149,0.000382143383690879,0.999695093701561,"","Positive"
"CR-Ab","Wet Days","Norway","Europe and Central Asia","Polar Zone",6,-0.0137887363139254,0.039233549478605,0.986305892872365,0.91330399294949,1.06514295549407,-0.35145268519344,0.725248762946843,"","Negative"
"CR-Ec","Wet Days","Norway","Europe and Central Asia","Polar Zone",20,0.000799793997945266,0.0125605844953986,1.00080011391845,0.976462480712442,1.02574434533153,0.0636749028867457,0.949229088778173,"","Positive"
"CR-Kp","Wet Days","Norway","Europe and Central Asia","Polar Zone",15,-0.0154937215960161,0.0533290257800364,0.984625688610173,0.886903929396843,1.09311472701488,-0.290530745112846,0.771410233389455,"","Negative"
"CR-Pa","Wet Days","Norway","Europe and Central Asia","Polar Zone",16,0.00883094132333316,0.0296499159651676,1.00887004912045,0.951911801497551,1.06923642968924,0.297840349149982,0.765825017144218,"","Positive"
"3GCR-Ec","Wet Days","Oman","Middle East and North Africa","Tropical Zone",1,-0.166131160664558,0.0877404576066236,0.846935142328012,0.713122219382899,1.00585722308707,-1.89343850255936,0.0582995792220468,"","Negative"
"3GCR-Kp","Wet Days","Oman","Middle East and North Africa","Tropical Zone",1,-1.45852058464623e-07,0.000138671784823961,0.999999854147952,0.99972809442271,1.00027168774663,-0.00105177890837546,0.999160802002355,"","Negative"
"CR-Ab","Wet Days","Oman","Middle East and North Africa","Tropical Zone",1,-0.00931436511580496,0.0234438889545055,0.990728879214306,0.946234942220096,1.03731501376,-0.397304608202169,0.691142849602582,"","Negative"
"CR-Ec","Wet Days","Oman","Middle East and North Africa","Tropical Zone",1,-0.0310896054958228,0.0149088048201557,0.969388706628526,0.941471819388772,0.998133396227423,-2.08531843235292,0.037040405369462,"*","Negative"
"CR-Kp","Wet Days","Oman","Middle East and North Africa","Tropical Zone",1,-0.181693707950943,0.0727010386303822,0.83385670498446,0.723114469473197,0.961558693403124,-2.49918998921993,0.0124477556441321,"*","Negative"
"3GCR-Ec","Wet Days","Pakistan","South Asia","Temperate Zone",6,-0.139497459502777,0.0729468928283504,0.869795232913966,0.753916718911625,1.00348450727028,-1.9123153035596,0.0558357640939874,"","Negative"
"3GCR-Kp","Wet Days","Pakistan","South Asia","Temperate Zone",3,-6.80344217192992e-08,0.000135811179494566,0.999999931965581,0.99973377749727,1.00026615729096,-0.000500948610950113,0.999600300854285,"","Negative"
"CR-Ab","Wet Days","Pakistan","South Asia","Temperate Zone",1,-0.0156061906719567,0.017289798818165,0.984514954896003,0.951710681510839,1.01844995043574,-0.902624191066961,0.366725383051746,"","Negative"
"CR-Ec","Wet Days","Pakistan","South Asia","Temperate Zone",6,-0.0302769732440421,0.0138487439938727,0.970176783320944,0.944196940228472,0.996871469067902,-2.18626131419845,0.0287964927140012,"*","Negative"
"CR-Kp","Wet Days","Pakistan","South Asia","Temperate Zone",3,-0.157849016583246,0.0646815884160494,0.853978708858624,0.75229636529936,0.969404703814622,-2.44040105459252,0.0146709643257698,"*","Negative"
"3GCR-Ec","Wet Days","Philippines","East Asia and Pacific","Tropical Zone",2,-0.10853043907315,0.0580361426212049,0.897151585938594,0.800690115653985,1.00523405049746,-1.87004914819228,0.0614769931290674,"","Negative"
"3GCR-Kp","Wet Days","Philippines","East Asia and Pacific","Tropical Zone",2,4.28807914356125e-07,0.000137077635860148,1.00000042880801,0.999731792615661,1.00026913718512,0.00312821206512207,0.997504051961093,"","Positive"
"CR-Ab","Wet Days","Philippines","East Asia and Pacific","Tropical Zone",2,-0.0304089452128571,0.0323718038485057,0.97004875562897,0.910412322214601,1.03359166537676,-0.939365175792044,0.347543286204275,"","Negative"
"CR-Ec","Wet Days","Philippines","East Asia and Pacific","Tropical Zone",2,-0.00894150026878156,0.0103613556710515,0.99109835606448,0.971173876326974,1.01143160389438,-0.86296625197059,0.388156022346126,"","Negative"
"CR-Kp","Wet Days","Philippines","East Asia and Pacific","Tropical Zone",2,-0.0538404244849065,0.0360839871121464,0.94758330553172,0.882880837613817,1.01702753380539,-1.4920863461561,0.135676510810017,"","Negative"
"3GCR-Ec","Wet Days","Poland","Europe and Central Asia","Temperate Zone",19,-0.00213984695706193,0.0430040766165534,0.997862440883271,0.917201734310246,1.08561662465055,-0.0497591653029064,0.960314307715638,"","Negative"
"3GCR-Kp","Wet Days","Poland","Europe and Central Asia","Temperate Zone",14,-1.34904973779215e-07,9.1604592278759e-05,0.999999865095035,0.999820336235627,1.00017942619085,-0.00147268789067573,0.998824965493886,"","Negative"
"CR-Ab","Wet Days","Poland","Europe and Central Asia","Temperate Zone",8,0.00697241486675572,0.0217227248556476,1.00699677874339,0.965022245236484,1.0507970333379,0.32097330850936,0.748230618286446,"","Positive"
"CR-Ec","Wet Days","Poland","Europe and Central Asia","Temperate Zone",11,0.00923561812066688,0.00844718648719139,1.00927839803995,0.992705864881214,1.02612759809973,1.09333659611647,0.27424604054719,"","Positive"
"CR-Kp","Wet Days","Poland","Europe and Central Asia","Temperate Zone",12,-0.0376735493906274,0.0351975528734733,0.963027270421146,0.898830546819791,1.03180908443329,-1.07034570062455,0.284463730770489,"","Negative"
"CR-Pa","Wet Days","Poland","Europe and Central Asia","Temperate Zone",14,0.0648313582748871,0.0207854171169627,1.06697907201952,1.02438449621506,1.11134475808058,3.11907901150461,0.00181417305619181,"**","Positive"
"3GCR-Ec","Wet Days","Portugal","Europe and Central Asia","Temperate Zone",19,0.168229768978972,0.0565689366963949,1.18320844401327,1.05903133249793,1.32194598877653,2.97388953732434,0.0029405091028997,"**","Positive"
"3GCR-Kp","Wet Days","Portugal","Europe and Central Asia","Temperate Zone",14,-5.89231133257421e-07,0.000146473395256433,0.99999941076904,0.999712364289249,1.00028653966822,-0.00402278606449893,0.996790289764746,"","Negative"
"CR-Ab","Wet Days","Portugal","Europe and Central Asia","Temperate Zone",8,0.0355488066119319,0.028292841123459,1.03618821973027,0.980291637806504,1.09527204486846,1.25645941518601,0.208949451577777,"","Positive"
"CR-Ec","Wet Days","Portugal","Europe and Central Asia","Temperate Zone",13,0.0288310428352978,0.0110078552638513,1.02925068050679,1.00728203249853,1.05169846095239,2.6191335318494,0.0088153433049116,"**","Positive"
"CR-Kp","Wet Days","Portugal","Europe and Central Asia","Temperate Zone",13,0.156127557487851,0.0454397263915104,1.16897530513341,1.06936572652305,1.27786334470884,3.43592644336479,0.000590531280555158,"***","Positive"
"CR-Pa","Wet Days","Portugal","Europe and Central Asia","Temperate Zone",15,-0.00263280090081213,0.0238774208180542,0.997370661879876,0.951769356902932,1.04515682288367,-0.11026320308521,0.912200638960168,"","Negative"
"3GCR-Ec","Wet Days","Romania","Europe and Central Asia","Temperate Zone",17,0.169884870208275,0.0501264370151603,1.18516839527493,1.07426537261201,1.30752061917745,3.38912718166851,0.000701154819212465,"***","Positive"
"3GCR-Kp","Wet Days","Romania","Europe and Central Asia","Temperate Zone",10,-5.93001604380845e-07,0.00013666598682678,0.999999406998571,0.99973157769593,1.00026730805301,-0.00433905771399035,0.996537943705177,"","Negative"
"CR-Ab","Wet Days","Romania","Europe and Central Asia","Temperate Zone",8,0.0373643899782424,0.0250119066664073,1.03807121467628,0.988408755068296,1.09022895761888,1.49386412145961,0.135211137771694,"","Positive"
"CR-Ec","Wet Days","Romania","Europe and Central Asia","Temperate Zone",16,0.0305953536280044,0.00974508335520519,1.03106820145526,1.01156131152945,1.05095126112011,3.13956818149352,0.0016919703629236,"**","Positive"
"CR-Kp","Wet Days","Romania","Europe and Central Asia","Temperate Zone",9,0.149395251465308,0.0418448582941728,1.16113183758309,1.06970117012277,1.26037736697468,3.57021764573911,0.00035668474354794,"***","Positive"
"CR-Pa","Wet Days","Romania","Europe and Central Asia","Temperate Zone",9,0.0137810088699989,0.0223238581510603,1.01387640468588,0.970471005063756,1.05922315928567,0.617322004858931,0.53702235542605,"","Positive"
"3GCR-Ec","Wet Days","Russia","Europe and Central Asia","Temperate Zone",2,0.035350731873217,0.041697287376281,1.03598299734474,0.954682980327063,1.12420645691171,0.847794523279368,0.396552413689429,"","Positive"
"3GCR-Kp","Wet Days","Russia","Europe and Central Asia","Temperate Zone",3,-4.27337290311686e-07,7.75306715107552e-05,0.999999572662801,0.999847624156927,1.00015154426054,-0.00551184817549794,0.995602203707145,"","Negative"
"CR-Ab","Wet Days","Russia","Europe and Central Asia","Temperate Zone",3,0.0170188568410004,0.0176702876289694,1.0171645026537,0.982539328618344,1.05300988502276,0.963134115208121,0.335480223367662,"","Positive"
"CR-Ec","Wet Days","Russia","Europe and Central Asia","Temperate Zone",2,0.0158696493831512,0.00734861187872797,1.01599624103744,1.00146744574718,1.03073581291708,2.15954382202292,0.0308080014014528,"*","Positive"
"CR-Kp","Wet Days","Russia","Europe and Central Asia","Temperate Zone",3,-0.049214458241074,0.03476329638678,0.951976948503198,0.889273431151971,1.01910175063646,-1.41570171290745,0.156862856664597,"","Negative"
"CR-Pa","Wet Days","Russia","Europe and Central Asia","Temperate Zone",2,0.0558778042305763,0.0184145757878393,1.05746845766951,1.01998226071229,1.09633234031444,3.03443342243471,0.00240987939202941,"**","Positive"
"3GCR-Ec","Wet Days","Saudi Arabia","Middle East and North Africa","Tropical Zone",1,-0.174770142339363,0.0944298481859494,0.839649998574071,0.697779139891771,1.01036571574035,-1.85079342704447,0.064199277050134,"","Negative"
"3GCR-Kp","Wet Days","Saudi Arabia","Middle East and North Africa","Tropical Zone",1,-2.24570156312747e-07,0.000145763356969732,0.999999775429869,0.999714120121625,1.0002855123604,-0.0015406489050563,0.998770740511333,"","Negative"
"CR-Ab","Wet Days","Saudi Arabia","Middle East and North Africa","Tropical Zone",1,-0.00637170157681798,0.0264741366310752,0.99364855466859,0.943403678095703,1.04656943058348,-0.240676463433331,0.809805882279394,"","Negative"
"CR-Ec","Wet Days","Saudi Arabia","Middle East and North Africa","Tropical Zone",1,-0.0316153448477416,0.0159253838872737,0.968879194785095,0.9391039554081,0.999598488198761,-1.98521712704245,0.0471203195927918,"*","Negative"
"CR-Kp","Wet Days","Saudi Arabia","Middle East and North Africa","Tropical Zone",1,-0.19267248393193,0.0781331118134014,0.824752049458062,0.707644533223959,0.961239592972303,-2.46595175157074,0.0136649739535485,"*","Negative"
"3GCR-Ec","Wet Days","Serbia","Europe and Central Asia","Temperate Zone",4,0.164610091750402,0.04693488952914,1.17893335324388,1.07531937262763,1.29253121144333,3.50720100551642,0.000452846940366036,"***","Positive"
"3GCR-Kp","Wet Days","Serbia","Europe and Central Asia","Temperate Zone",4,-5.86434722563933e-07,0.000130015752979658,0.999999413565449,0.999744615305662,1.00025427676397,-0.00451048976084987,0.996401162060933,"","Negative"
"CR-Ab","Wet Days","Serbia","Europe and Central Asia","Temperate Zone",4,0.0341638150345289,0.0223798763275562,1.03475410112368,0.990346157856866,1.08115333340549,1.52654172590146,0.12687500715923,"","Positive"
"CR-Ec","Wet Days","Serbia","Europe and Central Asia","Temperate Zone",4,0.0308519265166027,0.00865222722930522,1.03133277954238,1.01399052520613,1.04897163801642,3.56577857919713,0.000362777571954866,"***","Positive"
"CR-Kp","Wet Days","Serbia","Europe and Central Asia","Temperate Zone",4,0.125238402087853,0.0405237177988329,1.133418630228,1.04687749069744,1.22711377669615,3.09049635350733,0.00199822258292317,"**","Positive"
"CR-Pa","Wet Days","Serbia","Europe and Central Asia","Temperate Zone",5,0.0266215551140495,0.020849380870239,1.02697907423334,0.985857723552044,1.06981564754917,1.2768511103392,0.201654817213845,"","Positive"
"3GCR-Ec","Wet Days","Slovakia","Europe and Central Asia","Temperate Zone",14,0.01453879185421,0.0424712942313727,1.01464499414867,0.933602103562358,1.10272294826958,0.342320433538155,0.732109759723171,"","Positive"
"3GCR-Kp","Wet Days","Slovakia","Europe and Central Asia","Temperate Zone",9,-2.38788149882994e-07,6.82645501718053e-05,0.999999761211879,0.999865971676112,1.00013356864968,-0.00349798173842826,0.99720902006862,"","Negative"
